tweet,label,original_split
oga sammy i need the jersey ooo i be ur fan n i so much like ur show when u dey on air i will tell my husband dat you are to much on sport matter n u dey make we way go school to understand everything abt sports u guys are to much on sports matters,positive,train
i am tarzan im an hypeman standard experience i dey down oo shows events concert my employer could be on ur timeline ooooo abeg and its summer now help me get jobs ️️ ️️️️️️️️️️️️,positive,train
even me sef dey laff dey doge bottle,positive,train
ahh abi me too i go start to dey play that ball ne again cos he be like sey na deir d happening dey ooo,positive,train
i don blow ooo i got a retweet from the only king of puns chai if una help me see my geography teacher with that koko shoe tell am say i don make am follow and hit us up lets beautify your feets in grandeur thats what we do,positive,train
chai see my friend️️️ pesin pikin,positive,train
the thing de nigeria o,positive,train
my girl is trending you people should leave my ceec oo allow her vent na‍️ trasha fans calling ceec bitter is the funniest shit have read today ceec dey learn where odouryewu dey na spartans,positive,train
big waist fine face i don dey wait for you my chargie can i can i can i slide in pls na in advance,positive,train
but e get as una dy shoot am out like this especially when on a short gown we don see the one wy no reach ur own na and e make sense,positive,train
una don start una own picking beans may god help una oh,positive,train
happy people wetin others been dey drag for years you go pull through in days kids wey go bring follow come crown na im elédùmarè go give you small hustle plenty money with peace of mind may the god grant your wishes strengthen your medulla and make you bigger,positive,train
these girls must be drinking some special kinda water down southloving this glow loving this sass chai roast us small small with dis una swag abeg we are your sacrifice chai,positive,train
ada me i like to play enough take my time to tune the libido have every part of her wanting me the best part is she knows im gon slide in buh not knowing when dey mad una thats why small thrust its raining,positive,train
lmaooo i swear i no see the tweet wey you dey reply to but i don get now okay nice one,positive,train
i never take anything serious sha someone told me you dey burst my brain nonstop and the first thing that came to my mind was gbedu wey dey burst brain and i just had to say it,positive,train
and twitter erich oloyinbo wont be bothered anyway as e dey pain them e dey sweet us,positive,train
i love you guys getting a jersey soon even if na road side own sef,positive,train
dat moment wen ur crush smiles at usay wetin hppen,positive,train
my broda out with a dope tune but as you dey pop champagne abeg give me some beer so that everybody go dey alright support good musiclink pon his bio,positive,train
una wen dey receive massage na wetin una dey enjoy be this omooooooo,positive,train
if anybody dey wey i don offend in one way or the other make una please slide in my dm imma apologize either im at fault or youre at fault i go apologize and let all go its december thanks love always ️,positive,train
for your paintings and general interior from walls to floors to ceilings to blinds im the best hustler at it na me be director who dey breeeeeeeet,positive,train
local man is pleased we don even play our champions league before the people wey qualify play sef levels,positive,train
fine boy wey con sabi sing again,positive,train
just realized its like days to my babys girl birthday im still excited like its my own even though this time around shes far n i feel helpless that i cant plan but yaaaaa im excited me i don start countdown,positive,train
laycon don get whatsapp group abeg make una add up when its time to vote i go donate sumtn light,positive,train
time tiri gbosa for the person wey born you i never want to try lose you try dem no born me well i no fit tire for your matter lai lai say i no do suddenly man calm down man down for only you,positive,train
abi o my brother me don leave my own for god o i no kuku kukuma like wahalla na only me waka come,positive,train
hey cuzzzo im sure she kept the phone somewhere elsebut were home sha see you soon,positive,train
abeg make una do giveaway now na my house rent never complete oh,positive,train
na u talk dis one e sure say u sabi play ps,positive,train
but you knw say u get wahala bah pipo go troll you one find your trouble you go give dem followers like that k followers you be charity ni,positive,train
